Text,Label,reads,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Great question! The \10% rule\"" is a rule of thumb that says that if the beta changes by more than 10%--in relative, not absolute terms--this is evidence of confounding. Keep in mind though that this is just a rule of thumb, so you also have to use your judgment. For example, when the beta is close to zero, the rule doesn't work well--as it's easy to have a 10% relative change when the number is very close to zero!""",1,35,82,64.22,50,32.6,88.08,20.5,10.98,84.15,57.32,9.76,2.44,0,0,2.44,0,0,7.32,9.76,15.85,10.98,9.76,8.54,2.44,14.63,6.1,3.66,2.44,6.1,1.22,3.66,3.66,0,0,0,0,4.88,0,0,0,0,12.2,2.44,3.66,1.22,2.44,1.22,4.88,1.22,0,1.22,0,0,0,0,0,0,7.32,0,1.22,4.88,1.22,0,0,15.85,0,12.2,2.44,4.88,2.44,1.22,0,0,0,0,0,1.22,0,0,0,1.22,0,28.05,2.44,4.88,0,0,0,2.44,7.32,2.44,2.44,0,6.1
"Yes, there is a typo here. This should be a multiplication by -100 rather than -1. Thanks for pointing out!",1,65,20,87.27,15.86,1,96.76,6.67,10,75,65,5,0,0,0,0,0,0,5,10,20,15,15,0,0,20,5,5,0,10,0,5,5,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,30,10,5,0,0,0,5,10,0,0,0,0
"For question 6: I looked up what the z-score is for the 25th percentile using Wolfram Alpha, which gave me Z=0.xxx (it is to the thousandth decimal place). That ultimately gave an answer of X = xx.xx (so it is to the hundredth).",0,206,46,88.21,58.59,9.25,25.77,23,15.22,73.91,50,15.22,4.35,4.35,0,0,0,0,10.87,10.87,13.04,6.52,4.35,2.17,0,15.22,0,0,4.35,8.7,2.17,0,0,0,0,0,0,6.52,0,0,0,0,6.52,4.35,2.17,0,2.17,0,0,2.17,2.17,0,0,0,0,0,0,0,4.35,0,0,2.17,2.17,0,6.52,6.52,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,28.26,8.7,2.17,2.17,0,0,0,2.17,0,0,8.7,4.35
These are great discussions! [You are all making my job very easy!],1,204,12,1.92,95.2,1.79,99,6,8.33,100,50,25,16.67,8.33,0,8.33,0,0,8.33,0,0,16.67,8.33,0,0,25,16.67,0,0,0,8.33,16.67,16.67,0,0,0,0,16.67,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,16.67,0,0,0,0,16.67
I had a feeling you got the correct solution! Did you see the solution and the method I was trying to give you hints for?Josh,1,195,26,74.94,97.24,38.39,25.77,13,15.38,88.46,57.69,19.23,19.23,7.69,0,11.54,0,0,0,15.38,7.69,11.54,0,3.85,0,30.77,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,19.23,11.54,7.69,0,3.85,3.85,0,7.69,3.85,0,3.85,0,0,0,0,0,15.38,0,11.54,0,3.85,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,3.85,3.85,0,0,0,0,0
This is what I was suggesting with the hints above! Nice job,1,195,12,62.04,50,23.51,99,6,8.33,91.67,66.67,25,8.33,8.33,0,0,0,0,16.67,8.33,16.67,16.67,0,0,0,16.67,8.33,0,8.33,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,8.33,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0
Yes they are hard and I hope you stick it out ben_hn.  I have taken several statistics courses and my homework scores in this class disappoint me every time. But I am stubborn and this shows that I do need to keep taking stats classes!,1,115,46,12.65,19.23,27.39,4.13,15.33,15.22,89.13,50,26.09,17.39,13.04,0,2.17,0,2.17,8.7,0,6.52,8.7,0,8.7,0,19.57,2.17,0,0,0,4.35,6.52,2.17,4.35,0,2.17,2.17,4.35,0,0,0,0,8.7,0,0,4.35,2.17,2.17,2.17,4.35,2.17,0,2.17,0,0,0,0,0,6.52,0,0,0,6.52,0,2.17,15.22,2.17,6.52,0,4.35,2.17,8.7,0,2.17,0,0,0,2.17,0,0,2.17,0,0,8.7,4.35,0,0,0,0,2.17,0,0,0,0,2.17
"Hi Saakshi,As explained by Josh and others it's not too late and nothing is impossible. So all the best!",1,201,20,4.31,15.86,15.86,96.76,10,20,90,60,10,0,0,0,0,0,0,10,5,10,10,10,20,10,15,20,10,0,0,5,5,5,0,0,0,0,10,0,0,0,0,30,5,0,5,0,10,10,0,0,0,0,0,0,0,0,0,10,5,5,5,5,0,5,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,5,5,0,0,0,5,0,0,5,0,0
Excuse me I can t get the logic beyond the choosing function when getting the number of trials.what I understand that in binomial problems they are replacable so why the choosing function .Thank you,0,44,35,44.59,61.26,78.4,25.77,35,25.71,80,54.29,20,14.29,8.57,0,2.86,0,2.86,5.71,11.43,8.57,5.71,11.43,5.71,0,14.29,0,0,8.57,0,0,5.71,2.86,2.86,0,0,0,8.57,0,0,0,0,17.14,11.43,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,8.57,0,0,0,5.71,2.86,0,14.29,0,8.57,0,5.71,2.86,0,0,0,0,0,0,0,0,0,0,0,0,5.71,5.71,0,0,0,0,0,0,0,0,0,0
"Hello Manu,So simulation is when you use computers (computer programs) to analyze real processes using theoretical conditions. Take a look at this website, I hope it helps a littlehttp://stattrek.com/experiments/simulation.aspxBest,Josh",1,37,39,71.92,77.92,3.7,99,19.5,30.77,66.67,28.21,10.26,5.13,2.56,0,2.56,0,0,5.13,5.13,5.13,2.56,5.13,5.13,0,17.95,2.56,2.56,2.56,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,12.82,2.56,5.13,2.56,5.13,0,0,2.56,2.56,0,0,0,0,0,0,0,10.26,5.13,2.56,2.56,5.13,0,0,15.38,2.56,7.69,0,5.13,2.56,10.26,0,0,0,0,0,2.56,0,2.56,0,0,0,28.21,7.69,7.69,0,0,0,0,0,0,0,5.13,7.69
"JWallachI got z= 1.7 and p value of 0.4554 from the Standard Normal Distribution Table, I thought answer is 45.54 %, but correct answer is 0.0455. what did I do wrong?",0,204,31,45.37,9.86,60.4,25.77,15.5,16.13,67.74,41.94,12.9,9.68,9.68,0,0,0,0,3.23,3.23,6.45,12.9,0,6.45,0,19.35,6.45,0,3.23,12.9,0,6.45,3.23,3.23,0,0,0,0,0,0,0,0,16.13,9.68,0,0,0,3.23,3.23,0,0,0,0,0,0,0,0,0,6.45,0,0,0,3.23,3.23,6.45,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,3.23,6.45,0,0,3.23,0,0,0,0,0,6.45
Agreed!,1,57,1,93.26,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
"Hi, I am getting z=1.69 for which the p is 0.9545. Is that correct?",0,204,15,34.14,50,1,25.77,7.5,13.33,73.33,53.33,20,6.67,6.67,0,0,0,0,13.33,6.67,6.67,20,0,0,0,26.67,0,0,6.67,13.33,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,6.67,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,6.67,6.67,0,0,6.67,0,0,0,0,0,6.67
"Hello! I just joined the course, I will try to catch up as soon as I can.My question is: may I run to Unit 4, follow the lectures and do my Homework in time for Next Tuesday and then come back to Unit 1,2,3 and complete them during the next week? I will try to survive with my previous Statistics skill XD I just don't want to be late my HW.Thanks for your great work! Nic",0,201,80,56.25,22.67,98.26,72.57,20,10,87.5,55,15,15,12.5,0,1.25,0,1.25,0,3.75,16.25,10,5,7.5,1.25,18.75,7.5,2.5,0,5,0,2.5,2.5,0,0,0,0,5,0,0,0,0,7.5,1.25,0,1.25,5,1.25,0,0,0,0,0,0,0,0,0,0,11.25,2.5,6.25,1.25,1.25,0,2.5,16.25,6.25,21.25,5,3.75,13.75,6.25,0,1.25,0,0,0,0,0,0,0,0,0,13.75,2.5,5,1.25,0,1.25,2.5,0,0,1.25,0,0
"Not necessary or, as far as I can tell, helpful in answering the questions, but an early version of the paper is available free at:http://www.ncbi.nlm.nih.gov/pmc/articles/PMC<phoneRedac>/found throughhttp://www.ncbi.nlm.nih.gov/pubmed/<phoneRedac>7",1,62,48,95,33.83,74.76,92.4,48,20.83,66.67,31.25,2.08,2.08,2.08,0,0,0,0,0,6.25,12.5,4.17,0,8.33,2.08,6.25,14.58,4.17,0,2.08,0,4.17,4.17,0,0,0,0,8.33,0,0,0,0,16.67,6.25,0,0,4.17,2.08,8.33,4.17,0,4.17,0,0,0,0,0,0,2.08,2.08,0,0,0,0,2.08,6.25,0,8.33,0,6.25,2.08,6.25,0,0,2.08,0,0,4.17,0,4.17,0,0,0,50,16.67,6.25,2.08,0,0,0,0,0,0,0,25
"Dear Hester and Ben,Unfortunately, we cannot make this change to the HW right now. It would change the whole grading system set up, etc. That being said, we appreciate the feedback. Just try to be extra extra careful when working on the in-between steps!My apologies,Josh",1,57,49,73.29,79.29,59.54,64.46,12.25,16.33,85.71,48.98,12.24,6.12,2.04,4.08,0,0,0,6.12,8.16,12.24,8.16,6.12,4.08,2.04,16.33,4.08,0,2.04,0,6.12,6.12,4.08,2.04,0,0,0,10.2,0,2.04,0,0,14.29,2.04,6.12,2.04,2.04,0,2.04,2.04,0,2.04,0,0,0,0,0,0,16.33,6.12,4.08,4.08,0,2.04,2.04,10.2,0,18.37,6.12,8.16,4.08,6.12,0,0,0,0,0,0,0,0,0,0,0,20.41,6.12,10.2,0,0,0,2.04,2.04,0,0,0,0
"I think the given answer for this question is not right.probability of 112 or more in treatment group means (1-probability of at most 111 in treatment group). so we should calculate p(X>=112) or 1-P(X<=111). but the given answer calculates p(x>120). it makes about 1.5% difference. I think it should be :z = (111-100)/ sqrt 50 = 1.55 and 1-p(z<=1.55)=ans  NOT 1-p(z<=1.70)I also checked given example in video of the class, unit 4 module 6 , in 02:03.This problem is a normal approximation to binomial distribution , So even this small change can be noticeable , however in true normal distribution this was not important,because probability of any exact number is zero. Can someone please help? whats wrong in my solution?",0,204,136,53.13,27.83,37.68,38.87,19.43,16.18,66.18,41.91,9.56,3.68,2.94,0.74,0,0,0,5.88,2.94,10.29,8.09,6.62,6.62,2.21,11.76,5.88,2.21,0,15.44,4.41,3.68,2.21,1.47,0,0,0,4.41,0,0,0,0,22.06,5.15,2.94,2.21,7.35,1.47,5.88,0.74,0.74,0,0,0,0,0,0,0,6.62,2.94,0.74,2.21,0,1.47,2.94,8.82,0,7.35,0.74,6.62,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,36.03,5.15,3.68,1.47,0,1.47,0,3.68,0,0,10.29,10.29
"Hello,You have 4 dice, so you use the binomial probability to calculate the probability of getting at least 3 sixes. P(at least 3 sixes)= P(3 sixes) + P(4 sixes). This gives you the prob that you winOnce you have this, what is the prob that you do not win? You have the 1 million amount you get when you win and the cost of playing each round. What is your expected value based on all of these 4 values?JoshThen",1,103,85,45.99,99,1.01,99,17,9.41,83.53,50.59,20,11.76,0,0,11.76,0,0,8.24,7.06,8.24,7.06,4.71,4.71,1.18,14.12,3.53,2.35,3.53,15.29,5.88,7.06,7.06,0,0,0,0,14.12,0,0,0,0,8.24,0,2.35,1.18,2.35,1.18,1.18,1.18,1.18,0,1.18,0,0,0,0,0,7.06,1.18,3.53,3.53,5.88,0,0,10.59,2.35,7.06,0,3.53,3.53,0,1.18,0,1.18,0,0,2.35,0,2.35,0,0,0,18.82,3.53,3.53,0,0,2.35,0,0,0,0,7.06,2.35
"Josh,Good evening. I have been comparing the values of Standard Normal Distribution Table (link) to the slides table and they are not the same, for example, Z=0 is 0.50 in the slides Table and Z=0 is 0 in the link Table. It is confusing since we get our results according to slides.<nameRedac_<anon_screen_name_redacted>>",0,34,60,89.57,69.14,54.43,57.28,20,16.67,70,43.33,8.33,6.67,1.67,3.33,0,0,1.67,1.67,8.33,11.67,10,0,3.33,1.67,16.67,5,3.33,0,6.67,0,5,3.33,1.67,1.67,0,0,6.67,0,0,0,0,10,3.33,3.33,0,1.67,0,1.67,1.67,1.67,0,0,0,0,0,0,0,6.67,3.33,0,0,3.33,0,1.67,15,0,15,5,6.67,3.33,0,0,0,0,0,0,0,0,0,0,0,0,30,5,5,0,0,0,0,0,0,0,3.33,16.67
Very amusing and fun: http://tylervigen.com/,0,28,8,38.6,50,1,99,8,25,62.5,25,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,0,12.5,0,0,0,50,12.5,0,12.5,0,0,0,0,0,0,0,25
The link to the transcript of this video (Unit 4 Module 4 Optional Material: Expected Value of a Binomial) is broken. Can you please fix it?!,0,30,26,96.16,77.92,1,99,13,19.23,73.08,42.31,11.54,3.85,0,0,3.85,0,0,7.69,11.54,11.54,7.69,0,0,0,3.85,3.85,0,0,7.69,0,7.69,7.69,0,0,0,0,3.85,0,0,0,0,11.54,3.85,0,3.85,3.85,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,3.85,0,3.85,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,23.08,3.85,0,3.85,0,3.85,3.85,0,0,0,7.69,0
So is getting a 6 vs not getting a 6 a binary outcome? You either get a 6 or you do not...,0,118,22,57.84,8.65,61.34,25.77,11,13.64,81.82,59.09,9.09,9.09,0,0,9.09,0,0,0,18.18,4.55,9.09,4.55,9.09,9.09,22.73,4.55,4.55,0,13.64,4.55,0,0,0,0,0,0,9.09,0,0,0,0,27.27,0,4.55,0,4.55,0,22.73,0,0,0,0,0,0,0,0,0,13.64,0,0,0,13.64,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,13.64,0,0,0,4.55,0,0,0,0,0,0
"Yes, you are correct, there is an error in the video. Thanks for sharing!Josh",1,43,15,93.26,97.69,1,99,7.5,13.33,86.67,53.33,6.67,6.67,0,0,6.67,0,0,0,13.33,13.33,13.33,6.67,0,0,26.67,0,0,0,0,0,13.33,13.33,0,0,0,0,13.33,0,0,0,0,6.67,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,20,0,6.67,0,6.67,0,0,6.67,0,0,0,0,6.67,0,0,6.67,0,0,26.67,6.67,13.33,0,0,0,6.67,0,0,0,0,0
You are welcome to audit the course and work at your own pace!The course materials will remain available after the class ends; so you can complete this course at your own pace if you are not trying to earn the Statement of Accomplishment.Josh,1,38,45,75.9,96.21,10.08,67.75,45,13.33,82.22,53.33,13.33,11.11,0,0,11.11,0,0,2.22,8.89,13.33,8.89,2.22,6.67,2.22,8.89,2.22,2.22,0,0,0,2.22,2.22,0,0,0,0,13.33,0,0,0,0,11.11,2.22,0,2.22,4.44,2.22,4.44,0,0,0,0,0,0,0,0,0,11.11,2.22,8.89,0,2.22,0,0,8.89,2.22,8.89,0,4.44,4.44,15.56,0,0,2.22,0,0,0,0,0,0,0,0,6.67,2.22,0,0,2.22,0,2.22,0,0,0,0,0
"I learned in physics, force = mass*acceleration.  Force at a distance is torque.  A fulcrum can balance loads on either side, equation is  mass1 * distance1 = mass2 * distance 2, where distance is a measure of length from the fulcrum.",0,20,38,98.02,29.92,99,25.77,12.67,31.58,71.05,39.47,2.63,2.63,2.63,0,0,0,0,0,10.53,13.16,10.53,2.63,0,0,10.53,2.63,2.63,2.63,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,10.53,2.63,5.26,0,0,0,2.63,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,2.63,10.53,0,28.95,0,28.95,0,5.26,0,0,0,0,0,0,0,0,0,0,0,28.95,7.89,7.89,0,0,0,0,0,0,0,0,13.16
Having a mental block with the first question-- reviewed Module 2 but didn't see the way of working out where to put the fulcrum. Any hints please?,0,106,27,98.87,22.95,92.47,88.52,13.5,14.81,81.48,44.44,0,0,0,0,0,0,0,0,14.81,14.81,7.41,3.7,3.7,3.7,18.52,3.7,0,3.7,7.41,3.7,3.7,3.7,0,0,0,0,3.7,0,0,0,0,14.81,3.7,0,0,7.41,0,7.41,3.7,3.7,0,0,0,0,0,0,0,7.41,0,7.41,0,0,0,3.7,3.7,0,18.52,3.7,11.11,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,18.52,3.7,0,0,0,3.7,0,7.41,0,3.7,0,0
"Hello!For this question you are going to want to review how to calculate expected values. Hint: Think about what you have...a x value and an assigned weight.Let me know if this helps,Josh",1,106,36,54.29,91.75,1.79,99,18,11.11,88.89,52.78,16.67,8.33,2.78,0,5.56,0,0,8.33,5.56,13.89,8.33,5.56,8.33,0,22.22,0,0,5.56,0,0,8.33,8.33,0,0,0,0,13.89,0,0,0,0,19.44,8.33,2.78,8.33,5.56,0,2.78,2.78,0,0,2.78,2.78,0,0,0,2.78,5.56,5.56,0,0,0,0,0,16.67,5.56,2.78,2.78,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,13.89,2.78,2.78,0,0,2.78,0,0,0,0,0
Excuse me I can t get the logic beyond the choosing function when getting the number of trials.what I understand that in binomial problems they are replacable so why the choosing function .Thank you,0,52,35,44.59,61.26,78.4,25.77,35,25.71,80,54.29,20,14.29,8.57,0,2.86,0,2.86,5.71,11.43,8.57,5.71,11.43,5.71,0,14.29,0,0,8.57,0,0,5.71,2.86,2.86,0,0,0,8.57,0,0,0,0,17.14,11.43,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,8.57,0,0,0,5.71,2.86,0,14.29,0,8.57,0,5.71,2.86,0,0,0,0,0,0,0,0,0,0,0,0,5.71,5.71,0,0,0,0,0,0,0,0,0,0
Thank you for your effort .I lost the marks of two homeworks as I did not submit in due time due to technical problems. can I still pass if I continue ? thanks,0,61,32,56.25,17.42,98.64,25.77,10.67,12.5,93.75,53.12,18.75,18.75,12.5,0,6.25,0,0,0,3.12,15.62,6.25,3.12,6.25,3.12,18.75,3.12,3.12,0,3.12,0,12.5,6.25,6.25,0,0,3.12,6.25,0,0,0,0,9.38,0,0,6.25,3.12,0,6.25,0,0,0,0,0,0,0,0,0,12.5,0,6.25,3.12,0,3.12,6.25,15.62,0,21.88,3.12,3.12,15.62,6.25,0,3.12,0,0,0,0,0,0,0,0,0,9.38,6.25,0,0,0,3.12,0,0,0,0,0,0
Thanks for sharing!,1,62,3,99,99,1,99,3,33.33,100,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,66.67,0,0,0,0,0,66.67,66.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0
"Hello Nic,Correct, you will not see any changes in your progress page for 1-3 because the deadline has passed. I am glad that you are catching up and completing these assignments!Josh",1,201,34,34.65,88.03,28.81,79.41,17,23.53,82.35,50,17.65,11.76,2.94,0,8.82,0,0,5.88,2.94,8.82,11.76,0,5.88,2.94,20.59,2.94,0,0,5.88,2.94,2.94,2.94,0,0,0,0,11.76,0,0,0,0,14.71,0,5.88,0,2.94,2.94,2.94,2.94,2.94,0,0,0,0,0,0,0,8.82,2.94,2.94,2.94,0,0,2.94,11.76,2.94,11.76,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,14.71,2.94,5.88,0,0,0,2.94,2.94,0,0,0,0
In Unit 4 module 2 quiz 1 you reported the following results calculationE(X)= 0(.8)+1(.13)+2(.05)+3(.02)=.29but actually this results is not correct for my understanding for the following:E(X) = 0(.8)+1(.13)+2(.05)+3(.02)E(X) = 0+0.0169+0.1+0.06= 0.1769 so this should be the result.I'm wrong? in the case I'm wrong can you give me an explanation.Thank youMauro,0,47,76,67.81,44.78,19.27,9.56,38,13.16,52.63,34.21,11.84,9.21,5.26,0,3.95,0,0,2.63,6.58,5.26,7.89,2.63,2.63,1.32,11.84,2.63,0,0,32.89,0,3.95,1.32,2.63,0,0,0,5.26,0,0,0,0,13.16,2.63,3.95,1.32,0,1.32,3.95,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,2.63,0,9.21,0,5.26,2.63,2.63,0,2.63,0,0,0,0,0,0,0,0,0,0,0,55.26,2.63,0,1.32,0,1.32,0,0,0,2.63,28.95,18.42
"The equation is right. But the second term you calculated is wrong. i.e, 1 x 0.13 = 0.13. The eq. becomes 0+0.13+0.1+0.06 = 0.29",1,47,26,74.94,50,38.39,1,5.2,11.54,50,34.62,7.69,7.69,3.85,0,3.85,0,0,0,11.54,0,11.54,0,3.85,0,11.54,3.85,0,0,34.62,0,3.85,0,3.85,0,0,0,3.85,0,0,0,0,7.69,3.85,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,3.85,0,11.54,0,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,42.31,19.23,3.85,0,0,0,0,0,0,0,0,19.23
Unable to play the videos of the Module 6. How to solve this problem?,0,55,14,97.73,50,1,25.77,7,7.14,85.71,57.14,7.14,0,0,0,0,0,0,7.14,14.29,21.43,7.14,7.14,7.14,0,7.14,0,0,7.14,7.14,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,21.43,7.14,14.29,7.14,0,0,0,7.14,7.14,0,0,0,0,0,0,0,21.43,0,14.29,0,0,7.14,0,7.14,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,7.14,0,0,0,0,0,0
Sorry ! Unable to play these videos also. Is there any reason?,0,40,11,4.01,50,2.4,25.77,3.67,0,100,54.55,9.09,0,0,0,0,0,0,9.09,0,9.09,18.18,18.18,9.09,0,9.09,9.09,0,0,0,9.09,18.18,9.09,9.09,0,0,9.09,0,0,0,0,0,18.18,9.09,9.09,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,9.09,9.09,0,0,0,0,0
Hi!Just have a question. Can we calculate during one of the lectures the probability of being alone or not alone in the Universe? Given that only the Milky Way contains up to 400 billion stars and there are 125 billion galaxies. And  at least there are 100-to-200 billion planets in our Milky Way.,0,65,56,86.73,70.4,52.86,1,14,19.64,85.71,55.36,5.36,3.57,0,3.57,0,0,0,1.79,8.93,16.07,8.93,8.93,5.36,1.79,8.93,5.36,1.79,0,14.29,1.79,3.57,0,3.57,0,0,3.57,7.14,0,0,0,0,7.14,1.79,0,0,5.36,0,3.57,0,0,0,0,3.57,0,0,0,3.57,7.14,5.36,0,1.79,0,0,1.79,7.14,0,16.07,0,14.29,1.79,1.79,0,0,0,0,0,0,0,0,0,0,0,12.5,5.36,0,0,0,1.79,1.79,3.57,0,0,0,0
"Ok, thank you for the explanation, I was using a calculator and i did not think on math and I did not realize that I was multiply 1*0.13 (should result 0.13) but pushing twice the symbol = gives the result of 0.0169. That was a silly mistake that I should have recognize.Thank you to point out where was my mistake.This was an helpful reply.",1,47,66,36.56,27.23,51.41,94.75,33,13.64,89.39,59.09,18.18,12.12,9.09,0,3.03,0,0,6.06,9.09,7.58,15.15,1.52,4.55,3.03,25.76,3.03,0,1.52,7.58,0,10.61,7.58,3.03,0,0,0,7.58,0,0,0,0,21.21,6.06,4.55,6.06,0,0,4.55,0,0,0,0,0,0,0,0,0,1.52,1.52,0,0,0,0,10.61,9.09,0,7.58,1.52,6.06,0,1.52,0,0,0,0,0,1.52,0,0,1.52,0,0,15.15,6.06,3.03,0,0,0,0,0,0,0,3.03,3.03
when wil the final exams open up ...ny idea ???,0,93,9,93.26,50,99,25.77,9,0,77.78,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,11.11,0,44.44,0,22.22,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,33.33,0,0,0,0,0,0
nah u cn still pass atleast...,1,60,6,1.92,50,98.01,25.77,6,16.67,66.67,50,16.67,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,16.67,0,16.67,0,0,0,0,0,0,33.33,0,33.33,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
"btw, I just check my answer and it is right",1,204,10,1,2.31,99,25.77,10,0,90,60,30,20,20,0,0,0,0,10,0,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
Work on the material at your own pace - for educational enrichment. You do not get a statement of accomplishment.Josh,1,38,20,98.58,84.14,43.37,25.77,10,25,75,50,10,10,0,0,10,0,0,0,10,20,5,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,10,0,5,0,0,15,0,10,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,5,0,0,0,0
The final exam will be given during week 9!,1,93,9,93.26,50,98.01,25.77,9,0,88.89,44.44,0,0,0,0,0,0,0,0,11.11,11.11,22.22,0,0,0,33.33,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,33.33,0,0,33.33,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0
